data_id,device_id,power_usage,time_id
94,4,0.25073610310859806,7
95,5,0.15598553800344772,7
96,6,0.8925928189728995,7
97,7,0.0,7
98,8,0.5993109715492986,7
99,9,0.47679274988866777,7
100,10,0.0,7
101,11,0.22440413539570403,7
102,12,0.0,7
103,13,0.0,7
104,14,0.22146792904691992,7
105,15,-1.8118910790805947,7
106,1,0.0,8
107,2,0.0,8
108,3,0.0,8
109,4,0.29362244728122333,8
110,5,0.19611182680216405,8
111,6,0.3447064613387167,8
112,7,0.0,8
113,8,0.5122082303478426,8
114,9,0.5605957597669355,8
115,10,0.0,8
116,11,0.22242338117005792,8
117,12,1.2,8
118,13,0.0,8
119,14,0.15107482778852263,8
120,15,-0.2623873301291946,8
121,1,0.0,9
122,2,2.249322502807007,9
123,3,0.0,9
124,4,0.25591057375905235,9
125,5,0.16273965553158465,9
126,6,0.32213402676622477,9
127,7,0.0,9
128,8,0.3147250499093947,9
129,9,0.375705529216566,9
130,10,4.089774529390332,9
131,11,0.36703360871942425,9
132,12,0.0,9
133,13,0.0,9
134,14,0.16078564573758358,9
135,15,-0.14607232426760908,9
136,1,1.9819970065671146,10
137,2,0.0,10
138,3,0.0,10
139,4,0.10448984968626494,10
140,5,0.12595504332730828,10
141,6,0.48095039738971573,10
142,7,0.0,10
143,8,0.360978055377437,10
144,9,0.47611927883537764,10
145,10,0.0,10
146,11,0.3821635495893936,10
147,12,0.0,10
148,13,1.233787098783008,10
149,14,0.3754908226029319,10
150,15,-0.0453032172664104,10
151,1,1.9819970065671146,11
152,2,2.710160354473151,11
153,3,0.0,11
154,4,0.0,11
155,5,0.12923910238477404,11
156,6,0.9304662588760397,11
157,7,0.0,11
158,8,0.49580138196243306,11
159,9,0.4903755754446578,11
160,10,0.0,11
161,11,0.4748038798048575,11
162,12,0.0,11
163,13,0.0,11
164,14,0.1597132917461057,11
165,15,-1.785586096034029,11
166,1,0.0,12
167,2,2.735619581926201,12
168,3,2.249787489678181,12
169,4,0.0,12
170,5,0.17053066425359273,12
171,6,0.8765614756887816,12
172,7,0.0,12
173,8,0.5874054227532792,12
174,9,0.8044675072220975,12
175,10,0.0,12
176,11,0.1899354298871898,12
177,12,0.0,12
178,13,0.0,12
179,14,0.16275583902425278,12
180,15,-2.6498510168408016,12
181,1,0.0,13
182,2,2.799275563303544,13
183,3,0.0,13
184,4,0.11120046178780003,13
185,5,0.17354365938921862,13
186,6,0.777909108456718,13
187,7,0.0,13
188,8,0.382188468291747,13
189,9,0.3339852990462042,13
190,10,0.0,13
191,11,0.28728703843518766,13
192,12,0.0,13
193,13,0.0,13
194,14,0.0,13
195,15,-0.6626289824631988,13
196,1,0.0,14
197,2,0.0,14
198,3,0.0,14
199,4,0.0,14
200,5,0.13034962317890153,14
201,6,0.7905310672078011,14
202,7,0.0,14
203,8,0.5318089661153498,14
204,9,0.7558346157056024,14
205,10,0.0,14
206,11,0.20020538926555656,14
207,12,0.0,14
208,13,0.0,14
209,14,0.0,14
210,15,-1.9082205446138483,14
211,1,0.0,15
212,2,1.8976698756227233,15
213,3,0.0,15
214,4,0.0,15
215,5,0.13453439779263304,15
216,6,0.8086693284807487,15
217,7,0.0,15
218,8,0.5900275690394867,15
219,9,0.4549869368552329,15
220,10,0.0,15
221,11,0.13203686435209816,15
222,12,1.2,15
223,13,0.0,15
224,14,0.1154500898396401,15
225,15,-0.048836057003191935,15
226,1,0.0,16
227,2,0.0,16
228,3,0.0,16
229,4,0.0,16
230,5,0.19910565087390872,16
231,6,0.9598218903393227,16
232,7,0.0,16
233,8,0.5493892684224018,16
234,9,0.35730305414140573,16
235,10,0.0,16
236,11,0.2612922111789951,16
237,12,0.0,16
238,13,0.0,16
239,14,0.0,16
240,15,-2.2081587970636454,16
241,1,0.0,17
242,2,0.0,17
243,3,1.6644265161218992,17
244,4,0.16448996194212992,17
245,5,0.11019525495802775,17
246,6,0.8825338066152904,17
247,7,0.0,17
248,8,0.2908598987085308,17
249,9,0.5105643127598039,17
250,10,0.0,17
251,11,0.24963229891528133,17
252,12,0.0,17
253,13,0.0,17
254,14,0.3339134575541155,17
255,15,-0.585971302788046,17
256,1,1.9819970065671146,18
257,2,0.0,18
258,3,0.0,18
259,4,0.18804434525123304,18
260,5,0.14046450284400994,18
261,6,0.7363732709189332,18
262,7,0.0,18
263,8,0.20321274555024918,18
264,9,0.4571310086000219,18
265,10,2.453730014440898,18
266,11,0.2081736479928752,18
267,12,0.0,18
268,13,0.0,18
269,14,0.13505042092320438,18
270,15,-0.9555902194701558,18
271,1,0.0,19
272,2,0.0,19
273,3,0.0,19
274,4,0.2666419375915603,19
275,5,0.10624475311975075,19
276,6,0.7660008046799983,19
277,7,0.0,19
278,8,0.39683268215536605,19
279,9,0.6864226630878949,19
280,10,0.0,19
281,11,0.2187979564557666,19
282,12,0.0,19
283,13,1.233787098783008,19
284,14,0.22134408025005659,19
285,15,-1.800170052944527,19
286,1,0.0,20
287,2,0.0,20
288,3,0.0,20
289,4,0.28588151321404137,20
290,5,0.18210783619982412,20
291,6,0.44961818344278537,20
292,7,0.5,20
293,8,0.41254433267810675,20
294,9,0.5501634824135737,20
295,10,0.0,20
296,11,0.24416472254051125,20
297,12,0.0,20
298,13,0.0,20
299,14,0.11258504544701503,20
300,15,-0.5782832311388965,20
301,1,0.0,21
302,2,0.0,21
303,3,0.0,21
304,4,0.22568456578353457,21
305,5,0.10923458389454323,21
306,6,0.7601231776093906,21
307,7,0.0,21
308,8,0.28050014582046784,21
309,9,0.9761956196858284,21
310,10,0.0,21
311,11,0.4955350531120374,21
312,12,0.0,21
313,13,0.0,21
314,14,0.3048257732019878,21
315,15,-2.848747353910473,21
316,1,0.0,22
317,2,0.0,22
318,3,0.0,22
319,4,0.17898903720429243,22
320,5,0.16740073564627111,22
321,6,0.597275308692921,22
322,7,0.0,22
323,8,0.3138697567787271,22
324,9,0.9744847195735953,22
325,10,0.0,22
326,11,0.413183106386912,22
327,12,0.0,22
328,13,0.0,22
329,14,0.1922348784884056,22
330,15,-2.3181799896410524,22
331,1,0.0,23
332,2,0.0,23
333,3,0.0,23
334,4,0.15080620355979718,23
335,5,0.1056483424003482,23
336,6,0.4070733094240206,23
337,7,0.0,23
338,8,0.5060612643394187,23
339,9,0.6106006883841677,23
340,10,0.0,23
341,11,0.12856048043476279,23
342,12,0.0,23
343,13,0.0,23
344,14,0.267818573391541,23
345,15,-0.0979914312095726,23
346,1,0.0,24
347,2,2.8659974930758327,24
348,3,1.8746015266332154,24
349,4,0.29642703688723004,24
350,5,0.16728550378096912,24
351,6,0.8644819734726019,24
352,7,0.0,24
353,8,0.3881389034852535,24
354,9,0.8565612224621817,24
355,10,0.0,24
356,11,0.4489652705946807,24
357,12,0.0,24
358,13,0.0,24
359,14,0.37981968112610853,24
360,15,-0.2713490317738959,24
361,1,0.0,25
362,2,0.0,25
363,3,0.0,25
364,4,0.2966039996152717,25
365,5,0.18430369469277033,25
366,6,0.657172969862202,25
367,7,0.0,25
368,8,0.32694163344010263,25
369,9,0.30928797860261253,25
370,10,0.0,25
371,11,0.35332133055946857,25
372,12,1.2,25
373,13,0.0,25
374,14,0.19175743239845272,25
375,15,-2.913138268160345,25
376,1,0.0,26
377,2,2.6134481351009162,26
378,3,0.0,26
379,4,0.28499538964700694,26
380,5,0.13988215269240575,26
381,6,0.9841975291825951,26
382,7,0.0,26
383,8,0.4490504109447677,26
384,9,0.6834681093073618,26
385,10,2.453730014440898,26
386,11,0.45623750404876373,26
387,12,0.0,26
388,13,1.233787098783008,26
389,14,0.11458824149058332,26
390,15,-0.8523105624369066,26
391,1,0.0,27
392,2,0.0,27
393,3,0.0,27
394,4,0.25713382997556383,27
395,5,0.1522126493432177,27
396,6,0.49717554813216747,27
397,7,0.0,27
398,8,0.4611039023904501,27
399,9,0.8203094206148853,27
400,10,0.0,27
401,11,0.2366838748520913,27
402,12,0.0,27
403,13,0.0,27
404,14,0.3026883303096102,27
405,15,-0.5390910168529848,27
406,1,1.9819970065671146,28
407,2,2.4322780860510727,28
408,3,1.6205993463704949,28
409,4,0.16515590874912364,28
410,5,0.14015417380052825,28
411,6,0.6364690786135536,28
412,7,0.0,28
413,8,0.5077583107363208,28
414,9,0.4518602577851351,28
415,10,0.0,28
416,11,0.2858075459246875,28
417,12,0.0,28
418,13,0.0,28
419,14,0.33605234035425025,28
420,15,-0.0993578407670862,28
421,1,0.0,29
422,2,2.167259039010794,29
423,3,2.122158501831234,29
424,4,0.26340009669952613,29
425,5,0.1300488758632639,29
426,6,0.6135968182682077,29
427,7,0.0,29
428,8,0.2626837183051677,29
429,9,0.3428202286161606,29
430,10,0.0,29
431,11,0.4584908229232434,29
432,12,0.0,29
433,13,0.0,29
434,14,0.3873605679632729,29
435,15,-0.7068573438476171,29
436,1,0.0,30
437,2,0.0,30
438,3,1.3078301309411078,30
439,4,0.1817586034542345,30
440,5,0.18032634006271284,30
441,6,0.3845456657028051,30
442,7,0.0,30
443,8,0.4966069009307961,30
444,9,0.4091432551345191,30
445,10,0.0,30
446,11,0.2090292543654726,30
447,12,0.0,30
448,13,0.0,30
449,14,0.14734026310769976,30
450,15,-2.0148999369525287,30
451,1,1.9819970065671146,31
452,2,0.0,31
453,3,0.0,31
454,4,0.16535461963100903,31
455,5,0.12720025737309898,31
456,6,0.5982806951815456,31
457,7,0.0,31
458,8,0.4397713568441674,31
459,9,0.6092936610216999,31
460,10,2.453730014440898,31
461,11,0.4662003504981661,31
462,12,0.0,31
463,13,0.0,31
464,14,0.21764197753484496,31
465,15,-0.7896726488128243,31
466,1,1.9819970065671146,32
467,2,0.0,32
468,3,0.0,32
469,4,0.24897307169325592,32
470,5,0.1722943424389447,32
471,6,0.5012874194946474,32
472,7,0.0,32
473,8,0.22302874612111886,32
474,9,0.6544599945293834,32
475,10,0.0,32
476,11,0.43139988485770775,32
477,12,0.0,32
478,13,0.0,32
479,14,0.3532421380076425,32
480,15,-1.6236266853455086,32
481,1,0.0,33
482,2,0.0,33
483,3,2.3288831716651375,33
484,4,0.11593078552408459,33
485,5,0.12061970792552024,33
486,6,0.41222432995685404,33
487,7,0.0,33
488,8,0.5109782513013644,33
489,9,0.5666195854761379,33
490,10,0.0,33
491,11,0.4922231763637174,33
492,12,0.0,33
493,13,0.0,33
494,14,0.3420614179806639,33
495,15,-0.6659223566174967,33
496,1,0.0,34
497,2,0.0,34
498,3,0.0,34
499,4,0.10971254465913234,34
500,5,0.12498537960783296,34
501,6,0.49750890882529747,34
502,7,0.0,34
503,8,0.353232112533274,34
504,9,0.607981636929666,34
505,10,0.0,34
506,11,0.22970303480654525,34
507,12,0.0,34
508,13,0.0,34
509,14,0.28743871220015876,34
510,15,-2.7180318564408164,34
511,1,1.9819970065671146,35
512,2,0.0,35
513,3,0.0,35
514,4,0.0,35
515,5,0.13364611625772124,35
516,6,0.4632761838864744,35
517,7,0.0,35
518,8,0.332152373731855,35
519,9,0.6291644717264968,35
520,10,0.0,35
521,11,0.19430127200191338,35
522,12,0.0,35
523,13,0.0,35
524,14,0.0,35
525,15,-0.4858560476945519,35
526,1,1.9819970065671146,36
527,2,0.0,36
528,3,0.0,36
529,4,0.0,36
530,5,0.15891563773937883,36
531,6,0.8138514717041145,36
532,7,0.0,36
533,8,0.37923006063265374,36
534,9,0.8386056631207672,36
535,10,0.0,36
536,11,0.23234675881829125,36
537,12,0.0,36
538,13,0.0,36
539,14,0.0,36
540,15,-1.9031929939237406,36
541,1,0.0,37
542,2,0.0,37
543,3,0.0,37
544,4,0.12523061925756335,37
545,5,0.14544223191595412,37
546,6,0.32154262478141205,37
547,7,0.0,37
548,8,0.33847003092245165,37
549,9,0.37366932865435665,37
550,10,2.453730014440898,37
551,11,0.48185991839549414,37
552,12,1.2,37
553,13,0.0,37
554,14,0.0,37
555,15,-0.6010839738460784,37
556,1,0.0,38
557,2,0.0,38
558,3,0.0,38
559,4,0.0,38
560,5,0.17451448098278205,38
561,6,0.7322239235392549,38
562,7,0.0,38
563,8,0.3353142368839636,38
564,9,0.8382653270115772,38
565,10,0.0,38
566,11,0.23322931842117664,38
567,12,0.0,38
568,13,0.0,38
569,14,0.15187945439183362,38
570,15,-0.5635478168602379,38
571,1,0.0,39
572,2,0.0,39
573,3,1.5045185900733729,39
574,4,0.0,39
575,5,0.12135673003361924,39
576,6,0.8324629394165244,39
577,7,0.0,39
578,8,0.5232310670802502,39
579,9,0.7820391116064986,39
580,10,0.0,39
581,11,0.32608472798289523,39
582,12,1.2,39
583,13,0.0,39
584,14,0.0,39
585,15,-0.4478817978367597,39
586,1,0.0,40
587,2,2.1551367267706123,40
588,3,0.0,40
589,4,0.0,40
590,5,0.10106722878488342,40
591,6,0.6365064195282812,40
592,7,0.0,40
593,8,0.24980210174627693,40
594,9,0.8191625666334226,40
595,10,0.0,40
596,11,0.2614717130346057,40
597,12,1.2,40
598,13,0.0,40
599,14,0.0,40
600,15,-0.2542853455823514,40
601,1,0.0,41
602,2,0.0,41
603,3,0.0,41
604,4,0.11434634756298168,41
605,5,0.177655747178522,41
606,6,0.9520954860055428,41
607,7,0.0,41
608,8,0.5882400271429834,41
609,9,0.8141278701127259,41
610,10,0.0,41
611,11,0.25848805779271233,41
612,12,1.2,41
613,13,0.0,41
614,14,0.21088163235858068,41
615,15,-2.011043448194543,41
616,1,0.0,42
617,2,0.0,42
618,3,0.0,42
619,4,0.2319739733658078,42
620,5,0.18216493338800727,42
621,6,0.7955164866655746,42
622,7,0.0,42
623,8,0.4219726577497373,42
624,9,0.6294142710612485,42
625,10,2.453730014440898,42
626,11,0.17735144395162208,42
627,12,0.0,42
628,13,0.0,42
629,14,0.20575553830163656,42
630,15,-1.0719954137290562,42
631,1,1.9819970065671146,43
632,2,2.4813306930435193,43
633,3,2.1766084984126,43
634,4,0.18631686582350182,43
635,5,0.10594801631083896,43
636,6,0.823546555917992,43
637,7,0.0,43
638,8,0.27316959936852514,43
639,9,0.44798012919262997,43
640,10,0.0,43
641,11,0.314831816319036,43
642,12,1.2,43
643,13,0.0,43
644,14,0.30057652556748393,43
645,15,-0.9296976523425731,43
646,1,0.0,44
647,2,0.0,44
648,3,0.0,44
649,4,0.2527206134176027,44
650,5,0.16109075221583966,44
651,6,0.43785344120860914,44
652,7,0.0,44
653,8,0.2524861931726746,44
654,9,0.6756402330112627,44
655,10,0.0,44
656,11,0.4397617019868828,44
657,12,0.0,44
658,13,0.0,44
659,14,0.21648933338456172,44
660,15,-0.7637356495756765,44
661,1,0.0,45
662,2,1.8345147353005995,45
663,3,2.1021427170330167,45
664,4,0.29851954371633205,45
665,5,0.1378206783873078,45
666,6,0.8441069030873514,45
667,7,0.0,45
668,8,0.436603812853993,45
669,9,0.9705874375263697,45
670,10,0.0,45
671,11,0.11979400542154833,45
672,12,0.0,45
673,13,0.0,45
674,14,0.17653461800140025,45
675,15,-0.09328502944301792,45
676,1,0.0,46
677,2,0.0,46
678,3,0.0,46
679,4,0.23180693621980025,46
680,5,0.17938956551945168,46
681,6,0.8824663152581804,46
682,7,0.0,46
683,8,0.45319977753877116,46
684,9,0.7119679769753546,46
685,10,0.0,46
686,11,0.45569063746536864,46
687,12,0.0,46
688,13,0.0,46
689,14,0.2197395107200093,46
690,15,-1.310862552513185,46
691,1,0.0,47
692,2,1.5324683420204754,47
693,3,1.1132999037353615,47
694,4,0.11009111412402475,47
695,5,0.18744145541964785,47
696,6,0.5528864718841926,47
697,7,0.0,47
698,8,0.22121030841192432,47
699,9,0.3077330016489443,47
700,10,0.0,47
701,11,0.3661891860549198,47
702,12,0.0,47
703,13,0.0,47
704,14,0.3422986232996639,47
705,15,-0.15900173748593194,47
706,1,0.0,48
707,2,2.5214299371053643,48
708,3,1.998786649324416,48
709,4,0.12091257295086831,48
710,5,0.18510037667972493,48
711,6,0.44935414762307985,48
712,7,0.0,48
713,8,0.2972007656515143,48
714,9,0.3417976334134734,48
715,10,0.0,48
716,11,0.3466952322299611,48
717,12,0.0,48
718,13,0.0,48
719,14,0.38994353653935576,48
720,15,-0.32384506027068116,48
721,1,0.0,49
722,2,0.0,49
723,3,2.431634170481611,49
724,4,0.2762008169629415,49
725,5,0.17772042473508523,49
726,6,0.5695354754425317,49
727,7,0.0,49
728,8,0.518184768488587,49
729,9,0.9950044035224865,49
730,10,0.0,49
731,11,0.35036009316959693,49
732,12,0.0,49
733,13,0.0,49
734,14,0.2907850691361535,49
735,15,-0.16465585314294173,49
736,1,0.0,50
737,2,0.0,50
738,3,0.0,50
739,4,0.2054991889116523,50
740,5,0.1269052228742163,50
741,6,0.8177255783000961,50
742,7,0.0,50
743,8,0.2198498510974102,50
744,9,0.35036245146760825,50
745,10,2.453730014440898,50
746,11,0.21850793438178778,50
747,12,0.0,50
748,13,0.0,50
749,14,0.33463036764523196,50
750,15,-1.0552695261768257,50
751,1,0.0,51
752,2,1.8826401492485692,51
753,3,2.070478111740614,51
754,4,0.26496743187914795,51
755,5,0.18118896435683168,51
756,6,0.5923473041080919,51
757,7,0.0,51
758,8,0.5420354655624144,51
759,9,0.332231612031429,51
760,10,0.0,51
761,11,0.26605780154731506,51
762,12,0.0,51
763,13,0.0,51
764,14,0.2598474583937831,51
765,15,-0.12206276112388709,51
766,1,1.9819970065671146,52
767,2,2.6276918810508842,52
768,3,1.9852228466326736,52
769,4,0.2713224672449852,52
770,5,0.15334784759062928,52
771,6,0.8156563126573515,52
772,7,0.0,52
773,8,0.4632649906105334,52
774,9,0.5471169885510587,52
775,10,2.453730014440898,52
776,11,0.4197160023616858,52
777,12,0.0,52
778,13,0.0,52
779,14,0.2874469426280314,52
780,15,-0.25939531087168305,52
781,1,0.0,53
782,2,0.0,53
783,3,1.2160048358797333,53
784,4,0.2855349082999038,53
785,5,0.10527566148320909,53
786,6,0.37949517868427635,53
787,7,0.0,53
788,8,0.37376930374528194,53
789,9,0.9785220422885357,53
790,10,0.0,53
791,11,0.22255241477451584,53
792,12,0.0,53
793,13,0.0,53
794,14,0.39642599702096804,53
795,15,-0.662230617772454,53
796,1,0.0,54
797,2,1.6455273273556341,54
798,3,0.0,54
799,4,0.28996584109727314,54
800,5,0.1456938849898249,54
801,6,0.8642081973419391,54
802,7,0.0,54
803,8,0.3385731395883663,54
804,9,0.523072607613006,54
805,10,0.0,54
806,11,0.2880080838290787,54
807,12,1.2,54
808,13,0.0,54
809,14,0.2315256594105735,54
810,15,-0.12589114791268208,54
811,1,1.9819970065671146,55
812,2,2.3890440999643165,55
813,3,0.0,55
814,4,0.21096515930066123,55
815,5,0.19421579170299935,55
816,6,0.47724523714965017,55
817,7,0.0,55
818,8,0.20769958553955759,55
819,9,0.5869188916126894,55
820,10,0.0,55
821,11,0.10785290855506134,55
822,12,0.0,55
823,13,0.0,55
824,14,0.11987640908625999,55
825,15,-0.07404346497669995,55
826,1,0.0,56
827,2,0.0,56
828,3,0.0,56
829,4,0.16820403445120677,56
830,5,0.18878593497355528,56
831,6,0.4742502914002156,56
832,7,0.0,56
833,8,0.5300859783007372,56
834,9,0.7438539428459958,56
835,10,2.453730014440898,56
836,11,0.39342334117420263,56
837,12,0.0,56
838,13,0.0,56
839,14,0.38710207534580643,56
840,15,-2.023910834949742,56
841,1,0.0,57
842,2,0.0,57
843,3,1.9058806654933411,57
844,4,0.2923729748695997,57
845,5,0.11022642809971162,57
846,6,0.7132666756427024,57
847,7,0.0,57
848,8,0.25708874158741524,57
849,9,0.31687828752847846,57
850,10,0.0,57
851,11,0.26708087067144226,57
852,12,1.2,57
853,13,0.0,57
854,14,0.33791851627106434,57
855,15,-0.582626832251371,57
856,1,1.9819970065671146,58
857,2,0.0,58
858,3,1.1420214857571926,58
859,4,0.20948128120024506,58
860,5,0.17441266857143703,58
861,6,0.34908263202289275,58
862,7,0.0,58
863,8,0.3238167967448352,58
864,9,0.9284345042634317,58
865,10,0.0,58
866,11,0.3101435073894415,58
867,12,0.0,58
868,13,0.0,58
869,14,0.21949311035907143,58
870,15,-0.11978094533348621,58
871,1,0.0,59
872,2,2.9203202945115354,59
873,3,1.7487547498939926,59
874,4,0.0,59
875,5,0.18057928659582348,59
876,6,0.318408408679268,59
877,7,0.0,59
878,8,0.4276427921451215,59
879,9,0.6636101122881024,59
880,10,0.0,59
881,11,0.14587572712430347,59
882,12,0.0,59
883,13,0.0,59
884,14,0.20366072510458788,59
885,15,-0.22389158228654582,59
886,1,0.0,60
887,2,2.0969405195711355,60
888,3,0.0,60
889,4,0.0,60
890,5,0.1271388188236765,60
891,6,0.4827200657054145,60
892,7,0.0,60
893,8,0.2983970400285017,60
894,9,0.6267676342028405,60
895,10,2.453730014440898,60
896,11,0.49668569151497477,60
897,12,1.2,60
898,13,0.0,60
899,14,0.0,60
900,15,-2.1803388685146965,60
901,1,0.0,61
902,2,0.0,61
903,3,2.081836701248375,61
904,4,0.0,61
905,5,0.14716085707410925,61
906,6,0.6766472855143759,61
907,7,0.0,61
908,8,0.39885618550088053,61
909,9,0.9025086635446413,61
910,10,2.453730014440898,61
911,11,0.2209871307939384,61
912,12,1.2,61
913,13,0.0,61
914,14,0.0,61
915,15,-1.1053998456935648,61
916,1,1.9819970065671146,62
917,2,0.0,62
918,3,0.0,62
919,4,0.2306374378315625,62
920,5,0.1710987941463683,62
921,6,0.935331470357659,62
922,7,0.0,62
923,8,0.5237371314954808,62
924,9,0.9671536125506148,62
925,10,0.0,62
926,11,0.3539958646385801,62
927,12,0.0,62
928,13,0.0,62
929,14,0.0,62
930,15,-2.080764576483949,62
931,1,0.0,63
932,2,0.0,63
933,3,0.0,63
934,4,0.0,63
935,5,0.1439041488821148,63
936,6,0.8925046234151148,63
937,7,0.0,63
938,8,0.38821517391610993,63
939,9,0.5963976621527842,63
940,10,2.453730014440898,63
941,11,0.3324945379417862,63
942,12,0.0,63
943,13,1.233787098783008,63
944,14,0.0,63
945,15,-2.54107968304846,63
946,1,0.0,64
947,2,0.0,64
948,3,0.0,64
949,4,0.2603238971964067,64
950,5,0.1112796918866577,64
951,6,0.6433125219446828,64
952,7,0.0,64
953,8,0.5795909376478383,64
954,9,0.4207087555052615,64
955,10,0.0,64
956,11,0.4140368815699962,64
957,12,1.2,64
958,13,0.0,64
959,14,0.0,64
960,15,-1.3019501624293395,64
961,1,0.0,65
962,2,2.7253354342562526,65
963,3,2.3247895793854125,65
964,4,0.22608352367627085,65
965,5,0.17058824446817217,65
966,6,0.3259363955854449,65
967,7,0.0,65
968,8,0.5390002481505367,65
969,9,0.870996489001451,65
970,10,2.453730014440898,65
971,11,0.21753478224878423,65
972,12,0.0,65
973,13,0.0,65
974,14,0.13240759580744607,65
975,15,-0.4291794024068599,65
976,1,0.0,66
977,2,0.0,66
978,3,0.0,66
979,4,0.15858504068062457,66
980,5,0.19116386897353035,66
981,6,0.6746769142405163,66
982,7,0.0,66
983,8,0.3332156941453577,66
984,9,0.582282294855741,66
985,10,0.0,66
986,11,0.4023709379988949,66
987,12,0.0,66
988,13,0.0,66
989,14,0.2604634022692467,66
990,15,-0.008293914463928076,66
991,1,0.0,67
992,2,0.0,67
993,3,0.0,67
994,4,0.1747080592628591,67
995,5,0.16524847284061578,67
996,6,0.7933569199477069,67
997,7,0.0,67
998,8,0.3599848498335751,67
999,9,0.9548818776582362,67
1000,10,0.0,67
1001,11,0.2530006922742938,67
1002,12,0.0,67
1003,13,0.0,67
1004,14,0.26664810471832034,67
1005,15,-1.3716649682293234,67
1006,1,0.0,68
1007,2,1.5856415068619156,68
1008,3,2.2779538803337624,68
1009,4,0.23399398481933134,68
1010,5,0.1773800748569034,68
1011,6,0.5374151727675236,68
1012,7,0.0,68
1013,8,0.3693306908090108,68
1014,9,0.964929288681688,68
1015,10,0.0,68
1016,11,0.26446438633853964,68
1017,12,0.0,68
1018,13,0.0,68
1019,14,0.1319965208889072,68
1020,15,-0.3975720210875223,68
1021,1,0.0,69
1022,2,2.5004039778058598,69
1023,3,1.3920959748405923,69
1024,4,0.11439616369266435,69
1025,5,0.13583625356578286,69
1026,6,0.37774431229715827,69
1027,7,0.0,69
1028,8,0.45047178116980585,69
1029,9,0.38038032220495865,69
1030,10,0.0,69
1031,11,0.3690850105947081,69
1032,12,0.0,69
1033,13,0.0,69
1034,14,0.3892528783393454,69
1035,15,-0.8438023603649831,69
1036,1,0.0,70
1037,2,1.517876974467363,70
1038,3,0.0,70
1039,4,0.1513361183300527,70
1040,5,0.11831982451266349,70
1041,6,0.4949975672439616,70
1042,7,0.0,70
1043,8,0.31471829167541593,70
1044,9,0.9695877771329959,70
1045,10,0.0,70
1046,11,0.4137143086961875,70
1047,12,1.2,70
1048,13,1.233787098783008,70
1049,14,0.27198599728212514,70
1050,15,-0.10453581036885684,70
1051,1,0.0,71
1052,2,2.573603889616193,71
1053,3,0.0,71
1054,4,0.24278018667931958,71
1055,5,0.16427736616182925,71
1056,6,0.8401122051274696,71
1057,7,0.0,71
1058,8,0.5876996555290035,71
1059,9,0.5577892278115846,71
1060,10,0.0,71
1061,11,0.36674665444822363,71
1062,12,0.0,71
1063,13,0.0,71
1064,14,0.14531049774907784,71
1065,15,-1.144854069287889,71
1066,1,0.0,72
1067,2,0.0,72
1068,3,1.6736250890141702,72
1069,4,0.1960037019689242,72
1070,5,0.1327771205841219,72
1071,6,0.5458706825983298,72
