device_id,name,time_id,power_usage
3,Secondary Furnace,6,2.0352566059064983
4,Home Office Electronics,6,0.1329156289427005
5,Refrigerator,6,0.1608583154639908
6,Wine Cellar Cooling,6,0.8199050480304921
7,Garage Door Motor,6,0.0
8,Kitchen Outlet Circuit 1,6,0.5668312795461915
9,Kitchen Outlet Circuit 2,6,0.5956044789850821
10,Kitchen Major Appliances,6,0.0
11,Barn Electronics,6,0.3871918136081539
12,Water Well Pump,6,0.0
13,Microwave Oven,6,0.0
14,Living Room Electronics,6,0.2470120619321686
15,Solar Panel System,6,-0.4961057796456087
1,Dishwasher,7,1.9819970065671144
2,Primary Furnace,7,0.0
3,Secondary Furnace,7,0.0
4,Home Office Electronics,7,0.250736103108598
5,Refrigerator,7,0.1559855380034477
6,Wine Cellar Cooling,7,0.8925928189728995
7,Garage Door Motor,7,0.0
8,Kitchen Outlet Circuit 1,7,0.5993109715492986
9,Kitchen Outlet Circuit 2,7,0.4767927498886677
10,Kitchen Major Appliances,7,0.0
11,Barn Electronics,7,0.224404135395704
12,Water Well Pump,7,0.0
13,Microwave Oven,7,0.0
14,Living Room Electronics,7,0.2214679290469199
15,Solar Panel System,7,-1.8118910790805949
1,Dishwasher,8,0.0
2,Primary Furnace,8,0.0
3,Secondary Furnace,8,0.0
4,Home Office Electronics,8,0.2936224472812233
5,Refrigerator,8,0.196111826802164
6,Wine Cellar Cooling,8,0.3447064613387167
7,Garage Door Motor,8,0.0
8,Kitchen Outlet Circuit 1,8,0.5122082303478426
9,Kitchen Outlet Circuit 2,8,0.5605957597669355
10,Kitchen Major Appliances,8,0.0
11,Barn Electronics,8,0.2224233811700579
12,Water Well Pump,8,1.2
13,Microwave Oven,8,0.0
14,Living Room Electronics,8,0.1510748277885226
15,Solar Panel System,8,-0.2623873301291946
1,Dishwasher,9,0.0
2,Primary Furnace,9,2.249322502807007
3,Secondary Furnace,9,0.0
4,Home Office Electronics,9,0.2559105737590523
5,Refrigerator,9,0.1627396555315846
6,Wine Cellar Cooling,9,0.3221340267662247
7,Garage Door Motor,9,0.0
8,Kitchen Outlet Circuit 1,9,0.3147250499093947
9,Kitchen Outlet Circuit 2,9,0.375705529216566
10,Kitchen Major Appliances,9,4.089774529390332
11,Barn Electronics,9,0.3670336087194242
12,Water Well Pump,9,0.0
13,Microwave Oven,9,0.0
14,Living Room Electronics,9,0.1607856457375835
15,Solar Panel System,9,-0.146072324267609
1,Dishwasher,10,1.9819970065671144
2,Primary Furnace,10,0.0
3,Secondary Furnace,10,0.0
4,Home Office Electronics,10,0.1044898496862649
5,Refrigerator,10,0.1259550433273082
6,Wine Cellar Cooling,10,0.4809503973897157
7,Garage Door Motor,10,0.0
8,Kitchen Outlet Circuit 1,10,0.360978055377437
9,Kitchen Outlet Circuit 2,10,0.4761192788353776
10,Kitchen Major Appliances,10,0.0
11,Barn Electronics,10,0.3821635495893936
12,Water Well Pump,10,0.0
13,Microwave Oven,10,1.233787098783008
14,Living Room Electronics,10,0.3754908226029319
15,Solar Panel System,10,-0.0453032172664104
1,Dishwasher,11,1.9819970065671144
2,Primary Furnace,11,2.710160354473151
3,Secondary Furnace,11,0.0
4,Home Office Electronics,11,0.0
5,Refrigerator,11,0.129239102384774
6,Wine Cellar Cooling,11,0.9304662588760396
7,Garage Door Motor,11,0.0
8,Kitchen Outlet Circuit 1,11,0.495801381962433
9,Kitchen Outlet Circuit 2,11,0.4903755754446578
10,Kitchen Major Appliances,11,0.0
11,Barn Electronics,11,0.4748038798048575
12,Water Well Pump,11,0.0
13,Microwave Oven,11,0.0
14,Living Room Electronics,11,0.1597132917461057
15,Solar Panel System,11,-1.785586096034029
1,Dishwasher,12,0.0
2,Primary Furnace,12,2.735619581926201
3,Secondary Furnace,12,2.249787489678181
4,Home Office Electronics,12,0.0
5,Refrigerator,12,0.1705306642535927
6,Wine Cellar Cooling,12,0.8765614756887816
7,Garage Door Motor,12,0.0
8,Kitchen Outlet Circuit 1,12,0.5874054227532792
9,Kitchen Outlet Circuit 2,12,0.8044675072220975
10,Kitchen Major Appliances,12,0.0
11,Barn Electronics,12,0.1899354298871898
12,Water Well Pump,12,0.0
13,Microwave Oven,12,0.0
14,Living Room Electronics,12,0.1627558390242527
15,Solar Panel System,12,-2.6498510168408016
1,Dishwasher,13,0.0
2,Primary Furnace,13,2.799275563303544
3,Secondary Furnace,13,0.0
4,Home Office Electronics,13,0.1112004617878
5,Refrigerator,13,0.1735436593892186
6,Wine Cellar Cooling,13,0.777909108456718
7,Garage Door Motor,13,0.0
8,Kitchen Outlet Circuit 1,13,0.382188468291747
9,Kitchen Outlet Circuit 2,13,0.3339852990462042
10,Kitchen Major Appliances,13,0.0
11,Barn Electronics,13,0.2872870384351876
12,Water Well Pump,13,0.0
13,Microwave Oven,13,0.0
14,Living Room Electronics,13,0.0
15,Solar Panel System,13,-0.6626289824631988
1,Dishwasher,14,0.0
2,Primary Furnace,14,0.0
3,Secondary Furnace,14,0.0
4,Home Office Electronics,14,0.0
5,Refrigerator,14,0.1303496231789015
6,Wine Cellar Cooling,14,0.7905310672078011
7,Garage Door Motor,14,0.0
8,Kitchen Outlet Circuit 1,14,0.5318089661153498
9,Kitchen Outlet Circuit 2,14,0.7558346157056024
10,Kitchen Major Appliances,14,0.0
11,Barn Electronics,14,0.2002053892655565
12,Water Well Pump,14,0.0
13,Microwave Oven,14,0.0
14,Living Room Electronics,14,0.0
15,Solar Panel System,14,-1.9082205446138485
1,Dishwasher,15,0.0
2,Primary Furnace,15,1.8976698756227235
3,Secondary Furnace,15,0.0
4,Home Office Electronics,15,0.0
5,Refrigerator,15,0.134534397792633
6,Wine Cellar Cooling,15,0.8086693284807487
7,Garage Door Motor,15,0.0
8,Kitchen Outlet Circuit 1,15,0.5900275690394867
9,Kitchen Outlet Circuit 2,15,0.4549869368552329
10,Kitchen Major Appliances,15,0.0
11,Barn Electronics,15,0.1320368643520981
12,Water Well Pump,15,1.2
13,Microwave Oven,15,0.0
14,Living Room Electronics,15,0.1154500898396401
15,Solar Panel System,15,-0.0488360570031919
1,Dishwasher,16,0.0
2,Primary Furnace,16,0.0
3,Secondary Furnace,16,0.0
4,Home Office Electronics,16,0.0
5,Refrigerator,16,0.1991056508739087
6,Wine Cellar Cooling,16,0.9598218903393227
7,Garage Door Motor,16,0.0
8,Kitchen Outlet Circuit 1,16,0.5493892684224018
9,Kitchen Outlet Circuit 2,16,0.3573030541414057
10,Kitchen Major Appliances,16,0.0
11,Barn Electronics,16,0.2612922111789951
12,Water Well Pump,16,0.0
13,Microwave Oven,16,0.0
14,Living Room Electronics,16,0.0
15,Solar Panel System,16,-2.2081587970636454
1,Dishwasher,17,0.0
2,Primary Furnace,17,0.0
3,Secondary Furnace,17,1.6644265161218992
4,Home Office Electronics,17,0.1644899619421299
5,Refrigerator,17,0.1101952549580277
6,Wine Cellar Cooling,17,0.8825338066152904
7,Garage Door Motor,17,0.0
8,Kitchen Outlet Circuit 1,17,0.2908598987085308
9,Kitchen Outlet Circuit 2,17,0.5105643127598039
10,Kitchen Major Appliances,17,0.0
11,Barn Electronics,17,0.2496322989152813
12,Water Well Pump,17,0.0
13,Microwave Oven,17,0.0
14,Living Room Electronics,17,0.3339134575541155
15,Solar Panel System,17,-0.585971302788046
1,Dishwasher,18,1.9819970065671144
2,Primary Furnace,18,0.0
3,Secondary Furnace,18,0.0
4,Home Office Electronics,18,0.188044345251233
5,Refrigerator,18,0.1404645028440099
6,Wine Cellar Cooling,18,0.7363732709189332
7,Garage Door Motor,18,0.0
8,Kitchen Outlet Circuit 1,18,0.2032127455502491
9,Kitchen Outlet Circuit 2,18,0.4571310086000219
10,Kitchen Major Appliances,18,2.453730014440898
11,Barn Electronics,18,0.2081736479928752
12,Water Well Pump,18,0.0
13,Microwave Oven,18,0.0
14,Living Room Electronics,18,0.1350504209232043
15,Solar Panel System,18,-0.9555902194701558
1,Dishwasher,19,0.0
2,Primary Furnace,19,0.0
3,Secondary Furnace,19,0.0
4,Home Office Electronics,19,0.2666419375915603
5,Refrigerator,19,0.1062447531197507
6,Wine Cellar Cooling,19,0.7660008046799983
7,Garage Door Motor,19,0.0
8,Kitchen Outlet Circuit 1,19,0.396832682155366
9,Kitchen Outlet Circuit 2,19,0.6864226630878949
10,Kitchen Major Appliances,19,0.0
11,Barn Electronics,19,0.2187979564557666
12,Water Well Pump,19,0.0
13,Microwave Oven,19,1.233787098783008
14,Living Room Electronics,19,0.2213440802500565
15,Solar Panel System,19,-1.800170052944527
1,Dishwasher,20,0.0
2,Primary Furnace,20,0.0
3,Secondary Furnace,20,0.0
4,Home Office Electronics,20,0.2858815132140413
5,Refrigerator,20,0.1821078361998241
6,Wine Cellar Cooling,20,0.4496181834427853
7,Garage Door Motor,20,0.5
8,Kitchen Outlet Circuit 1,20,0.4125443326781067
9,Kitchen Outlet Circuit 2,20,0.5501634824135737
10,Kitchen Major Appliances,20,0.0
11,Barn Electronics,20,0.2441647225405112
12,Water Well Pump,20,0.0
13,Microwave Oven,20,0.0
14,Living Room Electronics,20,0.112585045447015
15,Solar Panel System,20,-0.5782832311388965
1,Dishwasher,21,0.0
2,Primary Furnace,21,0.0
3,Secondary Furnace,21,0.0
4,Home Office Electronics,21,0.2256845657835345
5,Refrigerator,21,0.1092345838945432
6,Wine Cellar Cooling,21,0.7601231776093906
7,Garage Door Motor,21,0.0
8,Kitchen Outlet Circuit 1,21,0.2805001458204678
9,Kitchen Outlet Circuit 2,21,0.9761956196858284
10,Kitchen Major Appliances,21,0.0
11,Barn Electronics,21,0.4955350531120374
12,Water Well Pump,21,0.0
13,Microwave Oven,21,0.0
14,Living Room Electronics,21,0.3048257732019878
15,Solar Panel System,21,-2.848747353910473
1,Dishwasher,22,0.0
2,Primary Furnace,22,0.0
3,Secondary Furnace,22,0.0
4,Home Office Electronics,22,0.1789890372042924
5,Refrigerator,22,0.1674007356462711
6,Wine Cellar Cooling,22,0.597275308692921
7,Garage Door Motor,22,0.0
8,Kitchen Outlet Circuit 1,22,0.3138697567787271
9,Kitchen Outlet Circuit 2,22,0.9744847195735952
10,Kitchen Major Appliances,22,0.0
11,Barn Electronics,22,0.413183106386912
12,Water Well Pump,22,0.0
13,Microwave Oven,22,0.0
14,Living Room Electronics,22,0.1922348784884056
15,Solar Panel System,22,-2.3181799896410524
1,Dishwasher,23,0.0
2,Primary Furnace,23,0.0
3,Secondary Furnace,23,0.0
4,Home Office Electronics,23,0.1508062035597971
5,Refrigerator,23,0.1056483424003482
6,Wine Cellar Cooling,23,0.4070733094240206
7,Garage Door Motor,23,0.0
8,Kitchen Outlet Circuit 1,23,0.5060612643394187
9,Kitchen Outlet Circuit 2,23,0.6106006883841677
10,Kitchen Major Appliances,23,0.0
11,Barn Electronics,23,0.1285604804347627
12,Water Well Pump,23,0.0
13,Microwave Oven,23,0.0
14,Living Room Electronics,23,0.267818573391541
15,Solar Panel System,23,-0.0979914312095726
1,Dishwasher,24,0.0
2,Primary Furnace,24,2.8659974930758327
3,Secondary Furnace,24,1.8746015266332157
4,Home Office Electronics,24,0.29642703688723
5,Refrigerator,24,0.1672855037809691
6,Wine Cellar Cooling,24,0.8644819734726019
7,Garage Door Motor,24,0.0
8,Kitchen Outlet Circuit 1,24,0.3881389034852535
9,Kitchen Outlet Circuit 2,24,0.8565612224621817
10,Kitchen Major Appliances,24,0.0
11,Barn Electronics,24,0.4489652705946807
12,Water Well Pump,24,0.0
13,Microwave Oven,24,0.0
14,Living Room Electronics,24,0.3798196811261085
15,Solar Panel System,24,-0.2713490317738959
1,Dishwasher,25,0.0
2,Primary Furnace,25,0.0
3,Secondary Furnace,25,0.0
4,Home Office Electronics,25,0.2966039996152717
5,Refrigerator,25,0.1843036946927703
6,Wine Cellar Cooling,25,0.657172969862202
7,Garage Door Motor,25,0.0
8,Kitchen Outlet Circuit 1,25,0.3269416334401026
9,Kitchen Outlet Circuit 2,25,0.3092879786026125
10,Kitchen Major Appliances,25,0.0
11,Barn Electronics,25,0.3533213305594685
12,Water Well Pump,25,1.2
13,Microwave Oven,25,0.0
14,Living Room Electronics,25,0.1917574323984527
15,Solar Panel System,25,-2.913138268160345
1,Dishwasher,26,0.0
2,Primary Furnace,26,2.613448135100916
3,Secondary Furnace,26,0.0
4,Home Office Electronics,26,0.2849953896470069
5,Refrigerator,26,0.1398821526924057
6,Wine Cellar Cooling,26,0.9841975291825952
7,Garage Door Motor,26,0.0
8,Kitchen Outlet Circuit 1,26,0.4490504109447677
9,Kitchen Outlet Circuit 2,26,0.6834681093073618
10,Kitchen Major Appliances,26,2.453730014440898
11,Barn Electronics,26,0.4562375040487637
12,Water Well Pump,26,0.0
13,Microwave Oven,26,1.233787098783008
14,Living Room Electronics,26,0.1145882414905833
15,Solar Panel System,26,-0.8523105624369066
1,Dishwasher,27,0.0
2,Primary Furnace,27,0.0
3,Secondary Furnace,27,0.0
4,Home Office Electronics,27,0.2571338299755638
5,Refrigerator,27,0.1522126493432177
6,Wine Cellar Cooling,27,0.4971755481321674
7,Garage Door Motor,27,0.0
8,Kitchen Outlet Circuit 1,27,0.4611039023904501
9,Kitchen Outlet Circuit 2,27,0.8203094206148853
10,Kitchen Major Appliances,27,0.0
11,Barn Electronics,27,0.2366838748520913
12,Water Well Pump,27,0.0
13,Microwave Oven,27,0.0
14,Living Room Electronics,27,0.3026883303096102
15,Solar Panel System,27,-0.5390910168529848
1,Dishwasher,28,1.9819970065671144
2,Primary Furnace,28,2.4322780860510727
3,Secondary Furnace,28,1.6205993463704949
4,Home Office Electronics,28,0.1651559087491236
5,Refrigerator,28,0.1401541738005282
6,Wine Cellar Cooling,28,0.6364690786135536
7,Garage Door Motor,28,0.0
8,Kitchen Outlet Circuit 1,28,0.5077583107363208
9,Kitchen Outlet Circuit 2,28,0.4518602577851351
10,Kitchen Major Appliances,28,0.0
11,Barn Electronics,28,0.2858075459246875
12,Water Well Pump,28,0.0
13,Microwave Oven,28,0.0
14,Living Room Electronics,28,0.3360523403542502
15,Solar Panel System,28,-0.0993578407670862
1,Dishwasher,29,0.0
2,Primary Furnace,29,2.167259039010794
3,Secondary Furnace,29,2.122158501831234
4,Home Office Electronics,29,0.2634000966995261
5,Refrigerator,29,0.1300488758632639
6,Wine Cellar Cooling,29,0.6135968182682077
7,Garage Door Motor,29,0.0
8,Kitchen Outlet Circuit 1,29,0.2626837183051677
9,Kitchen Outlet Circuit 2,29,0.3428202286161606
10,Kitchen Major Appliances,29,0.0
11,Barn Electronics,29,0.4584908229232434
12,Water Well Pump,29,0.0
13,Microwave Oven,29,0.0
14,Living Room Electronics,29,0.3873605679632729
15,Solar Panel System,29,-0.7068573438476171
1,Dishwasher,30,0.0
2,Primary Furnace,30,0.0
3,Secondary Furnace,30,1.3078301309411078
4,Home Office Electronics,30,0.1817586034542345
5,Refrigerator,30,0.1803263400627128
6,Wine Cellar Cooling,30,0.3845456657028051
7,Garage Door Motor,30,0.0
8,Kitchen Outlet Circuit 1,30,0.4966069009307961
9,Kitchen Outlet Circuit 2,30,0.4091432551345191
10,Kitchen Major Appliances,30,0.0
11,Barn Electronics,30,0.2090292543654726
12,Water Well Pump,30,0.0
13,Microwave Oven,30,0.0
14,Living Room Electronics,30,0.1473402631076997
15,Solar Panel System,30,-2.0148999369525287
1,Dishwasher,31,1.9819970065671144
2,Primary Furnace,31,0.0
3,Secondary Furnace,31,0.0
4,Home Office Electronics,31,0.165354619631009
5,Refrigerator,31,0.1272002573730989
6,Wine Cellar Cooling,31,0.5982806951815456
7,Garage Door Motor,31,0.0
8,Kitchen Outlet Circuit 1,31,0.4397713568441674
9,Kitchen Outlet Circuit 2,31,0.6092936610216999
10,Kitchen Major Appliances,31,2.453730014440898
11,Barn Electronics,31,0.4662003504981661
12,Water Well Pump,31,0.0
13,Microwave Oven,31,0.0
14,Living Room Electronics,31,0.2176419775348449
15,Solar Panel System,31,-0.7896726488128243
1,Dishwasher,32,1.9819970065671144
2,Primary Furnace,32,0.0
3,Secondary Furnace,32,0.0
4,Home Office Electronics,32,0.2489730716932559
5,Refrigerator,32,0.1722943424389447
6,Wine Cellar Cooling,32,0.5012874194946474
7,Garage Door Motor,32,0.0
8,Kitchen Outlet Circuit 1,32,0.2230287461211188
9,Kitchen Outlet Circuit 2,32,0.6544599945293834
10,Kitchen Major Appliances,32,0.0
11,Barn Electronics,32,0.4313998848577077
12,Water Well Pump,32,0.0
13,Microwave Oven,32,0.0
14,Living Room Electronics,32,0.3532421380076425
15,Solar Panel System,32,-1.6236266853455086
1,Dishwasher,33,0.0
2,Primary Furnace,33,0.0
3,Secondary Furnace,33,2.328883171665137
4,Home Office Electronics,33,0.1159307855240845
5,Refrigerator,33,0.1206197079255202
6,Wine Cellar Cooling,33,0.412224329956854
7,Garage Door Motor,33,0.0
8,Kitchen Outlet Circuit 1,33,0.5109782513013644
9,Kitchen Outlet Circuit 2,33,0.5666195854761379
10,Kitchen Major Appliances,33,0.0
11,Barn Electronics,33,0.4922231763637174
12,Water Well Pump,33,0.0
13,Microwave Oven,33,0.0
14,Living Room Electronics,33,0.3420614179806639
15,Solar Panel System,33,-0.6659223566174967
1,Dishwasher,34,0.0
2,Primary Furnace,34,0.0
3,Secondary Furnace,34,0.0
4,Home Office Electronics,34,0.1097125446591323
5,Refrigerator,34,0.1249853796078329
6,Wine Cellar Cooling,34,0.4975089088252974
7,Garage Door Motor,34,0.0
8,Kitchen Outlet Circuit 1,34,0.353232112533274
9,Kitchen Outlet Circuit 2,34,0.607981636929666
10,Kitchen Major Appliances,34,0.0
11,Barn Electronics,34,0.2297030348065452
12,Water Well Pump,34,0.0
13,Microwave Oven,34,0.0
14,Living Room Electronics,34,0.2874387122001587
15,Solar Panel System,34,-2.7180318564408164
1,Dishwasher,35,1.9819970065671144
2,Primary Furnace,35,0.0
3,Secondary Furnace,35,0.0
4,Home Office Electronics,35,0.0
5,Refrigerator,35,0.1336461162577212
6,Wine Cellar Cooling,35,0.4632761838864744
7,Garage Door Motor,35,0.0
8,Kitchen Outlet Circuit 1,35,0.332152373731855
9,Kitchen Outlet Circuit 2,35,0.6291644717264968
10,Kitchen Major Appliances,35,0.0
11,Barn Electronics,35,0.1943012720019133
12,Water Well Pump,35,0.0
13,Microwave Oven,35,0.0
14,Living Room Electronics,35,0.0
15,Solar Panel System,35,-0.4858560476945519
1,Dishwasher,36,1.9819970065671144
2,Primary Furnace,36,0.0
3,Secondary Furnace,36,0.0
4,Home Office Electronics,36,0.0
5,Refrigerator,36,0.1589156377393788
6,Wine Cellar Cooling,36,0.8138514717041145
7,Garage Door Motor,36,0.0
8,Kitchen Outlet Circuit 1,36,0.3792300606326537
9,Kitchen Outlet Circuit 2,36,0.8386056631207672
10,Kitchen Major Appliances,36,0.0
11,Barn Electronics,36,0.2323467588182912
12,Water Well Pump,36,0.0
13,Microwave Oven,36,0.0
14,Living Room Electronics,36,0.0
15,Solar Panel System,36,-1.9031929939237409
1,Dishwasher,37,0.0
2,Primary Furnace,37,0.0
3,Secondary Furnace,37,0.0
4,Home Office Electronics,37,0.1252306192575633
5,Refrigerator,37,0.1454422319159541
6,Wine Cellar Cooling,37,0.321542624781412
7,Garage Door Motor,37,0.0
8,Kitchen Outlet Circuit 1,37,0.3384700309224516
9,Kitchen Outlet Circuit 2,37,0.3736693286543566
10,Kitchen Major Appliances,37,2.453730014440898
11,Barn Electronics,37,0.4818599183954941
12,Water Well Pump,37,1.2
13,Microwave Oven,37,0.0
14,Living Room Electronics,37,0.0
15,Solar Panel System,37,-0.6010839738460784
1,Dishwasher,38,0.0
2,Primary Furnace,38,0.0
3,Secondary Furnace,38,0.0
4,Home Office Electronics,38,0.0
5,Refrigerator,38,0.174514480982782
6,Wine Cellar Cooling,38,0.7322239235392549
7,Garage Door Motor,38,0.0
8,Kitchen Outlet Circuit 1,38,0.3353142368839636
9,Kitchen Outlet Circuit 2,38,0.8382653270115772
10,Kitchen Major Appliances,38,0.0
11,Barn Electronics,38,0.2332293184211766
12,Water Well Pump,38,0.0
13,Microwave Oven,38,0.0
14,Living Room Electronics,38,0.1518794543918336
15,Solar Panel System,38,-0.5635478168602379
1,Dishwasher,39,0.0
2,Primary Furnace,39,0.0
3,Secondary Furnace,39,1.5045185900733729
4,Home Office Electronics,39,0.0
5,Refrigerator,39,0.1213567300336192
6,Wine Cellar Cooling,39,0.8324629394165244
7,Garage Door Motor,39,0.0
8,Kitchen Outlet Circuit 1,39,0.5232310670802502
9,Kitchen Outlet Circuit 2,39,0.7820391116064986
10,Kitchen Major Appliances,39,0.0
11,Barn Electronics,39,0.3260847279828952
12,Water Well Pump,39,1.2
13,Microwave Oven,39,0.0
14,Living Room Electronics,39,0.0
15,Solar Panel System,39,-0.4478817978367597
1,Dishwasher,40,0.0
2,Primary Furnace,40,2.1551367267706123
3,Secondary Furnace,40,0.0
4,Home Office Electronics,40,0.0
5,Refrigerator,40,0.1010672287848834
6,Wine Cellar Cooling,40,0.6365064195282812
7,Garage Door Motor,40,0.0
8,Kitchen Outlet Circuit 1,40,0.2498021017462769
9,Kitchen Outlet Circuit 2,40,0.8191625666334226
10,Kitchen Major Appliances,40,0.0
11,Barn Electronics,40,0.2614717130346057
12,Water Well Pump,40,1.2
13,Microwave Oven,40,0.0
14,Living Room Electronics,40,0.0
15,Solar Panel System,40,-0.2542853455823514
1,Dishwasher,41,0.0
2,Primary Furnace,41,0.0
3,Secondary Furnace,41,0.0
4,Home Office Electronics,41,0.1143463475629816
5,Refrigerator,41,0.177655747178522
6,Wine Cellar Cooling,41,0.9520954860055428
7,Garage Door Motor,41,0.0
8,Kitchen Outlet Circuit 1,41,0.5882400271429834
9,Kitchen Outlet Circuit 2,41,0.8141278701127259
10,Kitchen Major Appliances,41,0.0
11,Barn Electronics,41,0.2584880577927123
12,Water Well Pump,41,1.2
13,Microwave Oven,41,0.0
14,Living Room Electronics,41,0.2108816323585806
15,Solar Panel System,41,-2.011043448194543
1,Dishwasher,42,0.0
2,Primary Furnace,42,0.0
3,Secondary Furnace,42,0.0
4,Home Office Electronics,42,0.2319739733658078
5,Refrigerator,42,0.1821649333880072
6,Wine Cellar Cooling,42,0.7955164866655746
7,Garage Door Motor,42,0.0
8,Kitchen Outlet Circuit 1,42,0.4219726577497373
9,Kitchen Outlet Circuit 2,42,0.6294142710612485
10,Kitchen Major Appliances,42,2.453730014440898
11,Barn Electronics,42,0.177351443951622
12,Water Well Pump,42,0.0
13,Microwave Oven,42,0.0
14,Living Room Electronics,42,0.2057555383016365
15,Solar Panel System,42,-1.0719954137290562
1,Dishwasher,43,1.9819970065671144
2,Primary Furnace,43,2.4813306930435197
3,Secondary Furnace,43,2.1766084984126
4,Home Office Electronics,43,0.1863168658235018
5,Refrigerator,43,0.1059480163108389
6,Wine Cellar Cooling,43,0.823546555917992
7,Garage Door Motor,43,0.0
8,Kitchen Outlet Circuit 1,43,0.2731695993685251
9,Kitchen Outlet Circuit 2,43,0.4479801291926299
10,Kitchen Major Appliances,43,0.0
11,Barn Electronics,43,0.314831816319036
12,Water Well Pump,43,1.2
13,Microwave Oven,43,0.0
14,Living Room Electronics,43,0.3005765255674839
15,Solar Panel System,43,-0.9296976523425732
1,Dishwasher,44,0.0
2,Primary Furnace,44,0.0
3,Secondary Furnace,44,0.0
4,Home Office Electronics,44,0.2527206134176027
5,Refrigerator,44,0.1610907522158396
6,Wine Cellar Cooling,44,0.4378534412086091
7,Garage Door Motor,44,0.0
8,Kitchen Outlet Circuit 1,44,0.2524861931726746
9,Kitchen Outlet Circuit 2,44,0.6756402330112627
10,Kitchen Major Appliances,44,0.0
11,Barn Electronics,44,0.4397617019868828
12,Water Well Pump,44,0.0
13,Microwave Oven,44,0.0
14,Living Room Electronics,44,0.2164893333845617
15,Solar Panel System,44,-0.7637356495756765
1,Dishwasher,45,0.0
2,Primary Furnace,45,1.8345147353005995
3,Secondary Furnace,45,2.1021427170330167
4,Home Office Electronics,45,0.298519543716332
5,Refrigerator,45,0.1378206783873078
6,Wine Cellar Cooling,45,0.8441069030873514
7,Garage Door Motor,45,0.0
8,Kitchen Outlet Circuit 1,45,0.436603812853993
9,Kitchen Outlet Circuit 2,45,0.9705874375263696
10,Kitchen Major Appliances,45,0.0
11,Barn Electronics,45,0.1197940054215483
12,Water Well Pump,45,0.0
13,Microwave Oven,45,0.0
14,Living Room Electronics,45,0.1765346180014002
15,Solar Panel System,45,-0.0932850294430179
1,Dishwasher,46,0.0
2,Primary Furnace,46,0.0
3,Secondary Furnace,46,0.0
