device_id,room_id,power_usage,solar_generation,room_name,timestamp
6,6,0.8925928189728995,-1.8118910790805949,Wine Cellar,1747945684
7,4,0.0,-1.8118910790805949,Garage,1747945684
8,1,0.5993109715492986,-1.8118910790805949,Kitchen,1747945684
9,1,0.4767927498886677,-1.8118910790805949,Kitchen,1747945684
10,1,0.0,-1.8118910790805949,Kitchen,1747945684
11,8,0.224404135395704,-1.8118910790805949,Barn,1747945684
12,7,0.0,-1.8118910790805949,Utility,1747945684
13,1,0.0,-1.8118910790805949,Kitchen,1747945684
14,2,0.2214679290469199,-1.8118910790805949,Living Room,1747945684
15,9,-1.8118910790805949,-1.8118910790805949,Roof,1747945684
1,1,0.0,-0.2623873301291946,Kitchen,1747949284
2,5,0.0,-0.2623873301291946,Basement,1747949284
3,5,0.0,-0.2623873301291946,Basement,1747949284
4,3,0.2936224472812233,-0.2623873301291946,Home Office,1747949284
5,1,0.196111826802164,-0.2623873301291946,Kitchen,1747949284
6,6,0.3447064613387167,-0.2623873301291946,Wine Cellar,1747949284
7,4,0.0,-0.2623873301291946,Garage,1747949284
8,1,0.5122082303478426,-0.2623873301291946,Kitchen,1747949284
9,1,0.5605957597669355,-0.2623873301291946,Kitchen,1747949284
10,1,0.0,-0.2623873301291946,Kitchen,1747949284
11,8,0.2224233811700579,-0.2623873301291946,Barn,1747949284
12,7,1.2,-0.2623873301291946,Utility,1747949284
13,1,0.0,-0.2623873301291946,Kitchen,1747949284
14,2,0.1510748277885226,-0.2623873301291946,Living Room,1747949284
15,9,-0.2623873301291946,-0.2623873301291946,Roof,1747949284
1,1,0.0,-0.146072324267609,Kitchen,1747952884
2,5,2.249322502807007,-0.146072324267609,Basement,1747952884
3,5,0.0,-0.146072324267609,Basement,1747952884
4,3,0.2559105737590523,-0.146072324267609,Home Office,1747952884
5,1,0.1627396555315846,-0.146072324267609,Kitchen,1747952884
6,6,0.3221340267662247,-0.146072324267609,Wine Cellar,1747952884
7,4,0.0,-0.146072324267609,Garage,1747952884
8,1,0.3147250499093947,-0.146072324267609,Kitchen,1747952884
9,1,0.375705529216566,-0.146072324267609,Kitchen,1747952884
10,1,4.089774529390332,-0.146072324267609,Kitchen,1747952884
11,8,0.3670336087194242,-0.146072324267609,Barn,1747952884
12,7,0.0,-0.146072324267609,Utility,1747952884
13,1,0.0,-0.146072324267609,Kitchen,1747952884
14,2,0.1607856457375835,-0.146072324267609,Living Room,1747952884
15,9,-0.146072324267609,-0.146072324267609,Roof,1747952884
1,1,1.9819970065671144,-0.0453032172664104,Kitchen,1747956484
2,5,0.0,-0.0453032172664104,Basement,1747956484
3,5,0.0,-0.0453032172664104,Basement,1747956484
4,3,0.1044898496862649,-0.0453032172664104,Home Office,1747956484
5,1,0.1259550433273082,-0.0453032172664104,Kitchen,1747956484
6,6,0.4809503973897157,-0.0453032172664104,Wine Cellar,1747956484
7,4,0.0,-0.0453032172664104,Garage,1747956484
8,1,0.360978055377437,-0.0453032172664104,Kitchen,1747956484
9,1,0.4761192788353776,-0.0453032172664104,Kitchen,1747956484
10,1,0.0,-0.0453032172664104,Kitchen,1747956484
11,8,0.3821635495893936,-0.0453032172664104,Barn,1747956484
12,7,0.0,-0.0453032172664104,Utility,1747956484
13,1,1.233787098783008,-0.0453032172664104,Kitchen,1747956484
14,2,0.3754908226029319,-0.0453032172664104,Living Room,1747956484
15,9,-0.0453032172664104,-0.0453032172664104,Roof,1747956484
1,1,1.9819970065671144,-1.785586096034029,Kitchen,1747960084
2,5,2.710160354473151,-1.785586096034029,Basement,1747960084
3,5,0.0,-1.785586096034029,Basement,1747960084
4,3,0.0,-1.785586096034029,Home Office,1747960084
5,1,0.129239102384774,-1.785586096034029,Kitchen,1747960084
6,6,0.9304662588760396,-1.785586096034029,Wine Cellar,1747960084
7,4,0.0,-1.785586096034029,Garage,1747960084
8,1,0.495801381962433,-1.785586096034029,Kitchen,1747960084
9,1,0.4903755754446578,-1.785586096034029,Kitchen,1747960084
10,1,0.0,-1.785586096034029,Kitchen,1747960084
11,8,0.4748038798048575,-1.785586096034029,Barn,1747960084
12,7,0.0,-1.785586096034029,Utility,1747960084
13,1,0.0,-1.785586096034029,Kitchen,1747960084
14,2,0.1597132917461057,-1.785586096034029,Living Room,1747960084
15,9,-1.785586096034029,-1.785586096034029,Roof,1747960084
1,1,0.0,-2.6498510168408016,Kitchen,1747963684
2,5,2.735619581926201,-2.6498510168408016,Basement,1747963684
3,5,2.249787489678181,-2.6498510168408016,Basement,1747963684
4,3,0.0,-2.6498510168408016,Home Office,1747963684
5,1,0.1705306642535927,-2.6498510168408016,Kitchen,1747963684
6,6,0.8765614756887816,-2.6498510168408016,Wine Cellar,1747963684
7,4,0.0,-2.6498510168408016,Garage,1747963684
8,1,0.5874054227532792,-2.6498510168408016,Kitchen,1747963684
9,1,0.8044675072220975,-2.6498510168408016,Kitchen,1747963684
10,1,0.0,-2.6498510168408016,Kitchen,1747963684
11,8,0.1899354298871898,-2.6498510168408016,Barn,1747963684
12,7,0.0,-2.6498510168408016,Utility,1747963684
13,1,0.0,-2.6498510168408016,Kitchen,1747963684
14,2,0.1627558390242527,-2.6498510168408016,Living Room,1747963684
15,9,-2.6498510168408016,-2.6498510168408016,Roof,1747963684
1,1,0.0,-0.6626289824631988,Kitchen,1747967284
2,5,2.799275563303544,-0.6626289824631988,Basement,1747967284
3,5,0.0,-0.6626289824631988,Basement,1747967284
4,3,0.1112004617878,-0.6626289824631988,Home Office,1747967284
5,1,0.1735436593892186,-0.6626289824631988,Kitchen,1747967284
6,6,0.777909108456718,-0.6626289824631988,Wine Cellar,1747967284
7,4,0.0,-0.6626289824631988,Garage,1747967284
8,1,0.382188468291747,-0.6626289824631988,Kitchen,1747967284
9,1,0.3339852990462042,-0.6626289824631988,Kitchen,1747967284
10,1,0.0,-0.6626289824631988,Kitchen,1747967284
11,8,0.2872870384351876,-0.6626289824631988,Barn,1747967284
12,7,0.0,-0.6626289824631988,Utility,1747967284
13,1,0.0,-0.6626289824631988,Kitchen,1747967284
14,2,0.0,-0.6626289824631988,Living Room,1747967284
15,9,-0.6626289824631988,-0.6626289824631988,Roof,1747967284
1,1,0.0,-1.9082205446138485,Kitchen,1747970884
2,5,0.0,-1.9082205446138485,Basement,1747970884
3,5,0.0,-1.9082205446138485,Basement,1747970884
4,3,0.0,-1.9082205446138485,Home Office,1747970884
5,1,0.1303496231789015,-1.9082205446138485,Kitchen,1747970884
6,6,0.7905310672078011,-1.9082205446138485,Wine Cellar,1747970884
7,4,0.0,-1.9082205446138485,Garage,1747970884
8,1,0.5318089661153498,-1.9082205446138485,Kitchen,1747970884
9,1,0.7558346157056024,-1.9082205446138485,Kitchen,1747970884
10,1,0.0,-1.9082205446138485,Kitchen,1747970884
11,8,0.2002053892655565,-1.9082205446138485,Barn,1747970884
12,7,0.0,-1.9082205446138485,Utility,1747970884
13,1,0.0,-1.9082205446138485,Kitchen,1747970884
14,2,0.0,-1.9082205446138485,Living Room,1747970884
15,9,-1.9082205446138485,-1.9082205446138485,Roof,1747970884
1,1,0.0,-0.0488360570031919,Kitchen,1747974484
2,5,1.8976698756227235,-0.0488360570031919,Basement,1747974484
3,5,0.0,-0.0488360570031919,Basement,1747974484
4,3,0.0,-0.0488360570031919,Home Office,1747974484
5,1,0.134534397792633,-0.0488360570031919,Kitchen,1747974484
6,6,0.8086693284807487,-0.0488360570031919,Wine Cellar,1747974484
7,4,0.0,-0.0488360570031919,Garage,1747974484
8,1,0.5900275690394867,-0.0488360570031919,Kitchen,1747974484
9,1,0.4549869368552329,-0.0488360570031919,Kitchen,1747974484
10,1,0.0,-0.0488360570031919,Kitchen,1747974484
11,8,0.1320368643520981,-0.0488360570031919,Barn,1747974484
12,7,1.2,-0.0488360570031919,Utility,1747974484
13,1,0.0,-0.0488360570031919,Kitchen,1747974484
14,2,0.1154500898396401,-0.0488360570031919,Living Room,1747974484
15,9,-0.0488360570031919,-0.0488360570031919,Roof,1747974484
1,1,0.0,-2.2081587970636454,Kitchen,1747978084
2,5,0.0,-2.2081587970636454,Basement,1747978084
3,5,0.0,-2.2081587970636454,Basement,1747978084
4,3,0.0,-2.2081587970636454,Home Office,1747978084
5,1,0.1991056508739087,-2.2081587970636454,Kitchen,1747978084
6,6,0.9598218903393227,-2.2081587970636454,Wine Cellar,1747978084
7,4,0.0,-2.2081587970636454,Garage,1747978084
8,1,0.5493892684224018,-2.2081587970636454,Kitchen,1747978084
9,1,0.3573030541414057,-2.2081587970636454,Kitchen,1747978084
10,1,0.0,-2.2081587970636454,Kitchen,1747978084
11,8,0.2612922111789951,-2.2081587970636454,Barn,1747978084
12,7,0.0,-2.2081587970636454,Utility,1747978084
13,1,0.0,-2.2081587970636454,Kitchen,1747978084
14,2,0.0,-2.2081587970636454,Living Room,1747978084
15,9,-2.2081587970636454,-2.2081587970636454,Roof,1747978084
1,1,0.0,-0.585971302788046,Kitchen,1747981684
2,5,0.0,-0.585971302788046,Basement,1747981684
3,5,1.6644265161218992,-0.585971302788046,Basement,1747981684
4,3,0.1644899619421299,-0.585971302788046,Home Office,1747981684
5,1,0.1101952549580277,-0.585971302788046,Kitchen,1747981684
6,6,0.8825338066152904,-0.585971302788046,Wine Cellar,1747981684
7,4,0.0,-0.585971302788046,Garage,1747981684
8,1,0.2908598987085308,-0.585971302788046,Kitchen,1747981684
9,1,0.5105643127598039,-0.585971302788046,Kitchen,1747981684
10,1,0.0,-0.585971302788046,Kitchen,1747981684
11,8,0.2496322989152813,-0.585971302788046,Barn,1747981684
12,7,0.0,-0.585971302788046,Utility,1747981684
13,1,0.0,-0.585971302788046,Kitchen,1747981684
14,2,0.3339134575541155,-0.585971302788046,Living Room,1747981684
15,9,-0.585971302788046,-0.585971302788046,Roof,1747981684
1,1,1.9819970065671144,-0.9555902194701558,Kitchen,1747985284
2,5,0.0,-0.9555902194701558,Basement,1747985284
3,5,0.0,-0.9555902194701558,Basement,1747985284
4,3,0.188044345251233,-0.9555902194701558,Home Office,1747985284
5,1,0.1404645028440099,-0.9555902194701558,Kitchen,1747985284
6,6,0.7363732709189332,-0.9555902194701558,Wine Cellar,1747985284
7,4,0.0,-0.9555902194701558,Garage,1747985284
8,1,0.2032127455502491,-0.9555902194701558,Kitchen,1747985284
9,1,0.4571310086000219,-0.9555902194701558,Kitchen,1747985284
10,1,2.453730014440898,-0.9555902194701558,Kitchen,1747985284
11,8,0.2081736479928752,-0.9555902194701558,Barn,1747985284
12,7,0.0,-0.9555902194701558,Utility,1747985284
13,1,0.0,-0.9555902194701558,Kitchen,1747985284
14,2,0.1350504209232043,-0.9555902194701558,Living Room,1747985284
15,9,-0.9555902194701558,-0.9555902194701558,Roof,1747985284
1,1,0.0,-1.800170052944527,Kitchen,1747988884
2,5,0.0,-1.800170052944527,Basement,1747988884
3,5,0.0,-1.800170052944527,Basement,1747988884
4,3,0.2666419375915603,-1.800170052944527,Home Office,1747988884
5,1,0.1062447531197507,-1.800170052944527,Kitchen,1747988884
6,6,0.7660008046799983,-1.800170052944527,Wine Cellar,1747988884
7,4,0.0,-1.800170052944527,Garage,1747988884
8,1,0.396832682155366,-1.800170052944527,Kitchen,1747988884
9,1,0.6864226630878949,-1.800170052944527,Kitchen,1747988884
10,1,0.0,-1.800170052944527,Kitchen,1747988884
11,8,0.2187979564557666,-1.800170052944527,Barn,1747988884
12,7,0.0,-1.800170052944527,Utility,1747988884
13,1,1.233787098783008,-1.800170052944527,Kitchen,1747988884
14,2,0.2213440802500565,-1.800170052944527,Living Room,1747988884
15,9,-1.800170052944527,-1.800170052944527,Roof,1747988884
1,1,0.0,-0.5782832311388965,Kitchen,1747992484
2,5,0.0,-0.5782832311388965,Basement,1747992484
3,5,0.0,-0.5782832311388965,Basement,1747992484
4,3,0.2858815132140413,-0.5782832311388965,Home Office,1747992484
5,1,0.1821078361998241,-0.5782832311388965,Kitchen,1747992484
6,6,0.4496181834427853,-0.5782832311388965,Wine Cellar,1747992484
7,4,0.5,-0.5782832311388965,Garage,1747992484
8,1,0.4125443326781067,-0.5782832311388965,Kitchen,1747992484
9,1,0.5501634824135737,-0.5782832311388965,Kitchen,1747992484
10,1,0.0,-0.5782832311388965,Kitchen,1747992484
11,8,0.2441647225405112,-0.5782832311388965,Barn,1747992484
12,7,0.0,-0.5782832311388965,Utility,1747992484
13,1,0.0,-0.5782832311388965,Kitchen,1747992484
14,2,0.112585045447015,-0.5782832311388965,Living Room,1747992484
15,9,-0.5782832311388965,-0.5782832311388965,Roof,1747992484
1,1,0.0,-2.848747353910473,Kitchen,1747996084
2,5,0.0,-2.848747353910473,Basement,1747996084
3,5,0.0,-2.848747353910473,Basement,1747996084
4,3,0.2256845657835345,-2.848747353910473,Home Office,1747996084
5,1,0.1092345838945432,-2.848747353910473,Kitchen,1747996084
6,6,0.7601231776093906,-2.848747353910473,Wine Cellar,1747996084
7,4,0.0,-2.848747353910473,Garage,1747996084
8,1,0.2805001458204678,-2.848747353910473,Kitchen,1747996084
9,1,0.9761956196858284,-2.848747353910473,Kitchen,1747996084
10,1,0.0,-2.848747353910473,Kitchen,1747996084
11,8,0.4955350531120374,-2.848747353910473,Barn,1747996084
12,7,0.0,-2.848747353910473,Utility,1747996084
13,1,0.0,-2.848747353910473,Kitchen,1747996084
14,2,0.3048257732019878,-2.848747353910473,Living Room,1747996084
15,9,-2.848747353910473,-2.848747353910473,Roof,1747996084
1,1,0.0,-2.3181799896410524,Kitchen,1747999684
2,5,0.0,-2.3181799896410524,Basement,1747999684
3,5,0.0,-2.3181799896410524,Basement,1747999684
4,3,0.1789890372042924,-2.3181799896410524,Home Office,1747999684
5,1,0.1674007356462711,-2.3181799896410524,Kitchen,1747999684
6,6,0.597275308692921,-2.3181799896410524,Wine Cellar,1747999684
7,4,0.0,-2.3181799896410524,Garage,1747999684
8,1,0.3138697567787271,-2.3181799896410524,Kitchen,1747999684
9,1,0.9744847195735952,-2.3181799896410524,Kitchen,1747999684
10,1,0.0,-2.3181799896410524,Kitchen,1747999684
11,8,0.413183106386912,-2.3181799896410524,Barn,1747999684
12,7,0.0,-2.3181799896410524,Utility,1747999684
13,1,0.0,-2.3181799896410524,Kitchen,1747999684
14,2,0.1922348784884056,-2.3181799896410524,Living Room,1747999684
15,9,-2.3181799896410524,-2.3181799896410524,Roof,1747999684
1,1,0.0,-0.0979914312095726,Kitchen,1748003284
2,5,0.0,-0.0979914312095726,Basement,1748003284
3,5,0.0,-0.0979914312095726,Basement,1748003284
4,3,0.1508062035597971,-0.0979914312095726,Home Office,1748003284
5,1,0.1056483424003482,-0.0979914312095726,Kitchen,1748003284
6,6,0.4070733094240206,-0.0979914312095726,Wine Cellar,1748003284
7,4,0.0,-0.0979914312095726,Garage,1748003284
8,1,0.5060612643394187,-0.0979914312095726,Kitchen,1748003284
9,1,0.6106006883841677,-0.0979914312095726,Kitchen,1748003284
10,1,0.0,-0.0979914312095726,Kitchen,1748003284
11,8,0.1285604804347627,-0.0979914312095726,Barn,1748003284
12,7,0.0,-0.0979914312095726,Utility,1748003284
13,1,0.0,-0.0979914312095726,Kitchen,1748003284
14,2,0.267818573391541,-0.0979914312095726,Living Room,1748003284
15,9,-0.0979914312095726,-0.0979914312095726,Roof,1748003284
1,1,0.0,-0.2713490317738959,Kitchen,1748006884
2,5,2.8659974930758327,-0.2713490317738959,Basement,1748006884
3,5,1.8746015266332157,-0.2713490317738959,Basement,1748006884
4,3,0.29642703688723,-0.2713490317738959,Home Office,1748006884
5,1,0.1672855037809691,-0.2713490317738959,Kitchen,1748006884
6,6,0.8644819734726019,-0.2713490317738959,Wine Cellar,1748006884
7,4,0.0,-0.2713490317738959,Garage,1748006884
8,1,0.3881389034852535,-0.2713490317738959,Kitchen,1748006884
9,1,0.8565612224621817,-0.2713490317738959,Kitchen,1748006884
10,1,0.0,-0.2713490317738959,Kitchen,1748006884
11,8,0.4489652705946807,-0.2713490317738959,Barn,1748006884
12,7,0.0,-0.2713490317738959,Utility,1748006884
13,1,0.0,-0.2713490317738959,Kitchen,1748006884
14,2,0.3798196811261085,-0.2713490317738959,Living Room,1748006884
15,9,-0.2713490317738959,-0.2713490317738959,Roof,1748006884
1,1,0.0,-2.913138268160345,Kitchen,1748010484
2,5,0.0,-2.913138268160345,Basement,1748010484
3,5,0.0,-2.913138268160345,Basement,1748010484
4,3,0.2966039996152717,-2.913138268160345,Home Office,1748010484
5,1,0.1843036946927703,-2.913138268160345,Kitchen,1748010484
6,6,0.657172969862202,-2.913138268160345,Wine Cellar,1748010484
7,4,0.0,-2.913138268160345,Garage,1748010484
8,1,0.3269416334401026,-2.913138268160345,Kitchen,1748010484
9,1,0.3092879786026125,-2.913138268160345,Kitchen,1748010484
10,1,0.0,-2.913138268160345,Kitchen,1748010484
11,8,0.3533213305594685,-2.913138268160345,Barn,1748010484
12,7,1.2,-2.913138268160345,Utility,1748010484
13,1,0.0,-2.913138268160345,Kitchen,1748010484
14,2,0.1917574323984527,-2.913138268160345,Living Room,1748010484
15,9,-2.913138268160345,-2.913138268160345,Roof,1748010484
1,1,0.0,-0.8523105624369066,Kitchen,1748014084
2,5,2.613448135100916,-0.8523105624369066,Basement,1748014084
3,5,0.0,-0.8523105624369066,Basement,1748014084
4,3,0.2849953896470069,-0.8523105624369066,Home Office,1748014084
5,1,0.1398821526924057,-0.8523105624369066,Kitchen,1748014084
6,6,0.9841975291825952,-0.8523105624369066,Wine Cellar,1748014084
7,4,0.0,-0.8523105624369066,Garage,1748014084
8,1,0.4490504109447677,-0.8523105624369066,Kitchen,1748014084
9,1,0.6834681093073618,-0.8523105624369066,Kitchen,1748014084
10,1,2.453730014440898,-0.8523105624369066,Kitchen,1748014084
11,8,0.4562375040487637,-0.8523105624369066,Barn,1748014084
12,7,0.0,-0.8523105624369066,Utility,1748014084
13,1,1.233787098783008,-0.8523105624369066,Kitchen,1748014084
14,2,0.1145882414905833,-0.8523105624369066,Living Room,1748014084
15,9,-0.8523105624369066,-0.8523105624369066,Roof,1748014084
1,1,0.0,-0.5390910168529848,Kitchen,1748017684
2,5,0.0,-0.5390910168529848,Basement,1748017684
3,5,0.0,-0.5390910168529848,Basement,1748017684
4,3,0.2571338299755638,-0.5390910168529848,Home Office,1748017684
5,1,0.1522126493432177,-0.5390910168529848,Kitchen,1748017684
6,6,0.4971755481321674,-0.5390910168529848,Wine Cellar,1748017684
7,4,0.0,-0.5390910168529848,Garage,1748017684
8,1,0.4611039023904501,-0.5390910168529848,Kitchen,1748017684
9,1,0.8203094206148853,-0.5390910168529848,Kitchen,1748017684
10,1,0.0,-0.5390910168529848,Kitchen,1748017684
11,8,0.2366838748520913,-0.5390910168529848,Barn,1748017684
12,7,0.0,-0.5390910168529848,Utility,1748017684
13,1,0.0,-0.5390910168529848,Kitchen,1748017684
14,2,0.3026883303096102,-0.5390910168529848,Living Room,1748017684
15,9,-0.5390910168529848,-0.5390910168529848,Roof,1748017684
1,1,1.9819970065671144,-0.0993578407670862,Kitchen,1748021284
2,5,2.4322780860510727,-0.0993578407670862,Basement,1748021284
3,5,1.6205993463704949,-0.0993578407670862,Basement,1748021284
4,3,0.1651559087491236,-0.0993578407670862,Home Office,1748021284
5,1,0.1401541738005282,-0.0993578407670862,Kitchen,1748021284
6,6,0.6364690786135536,-0.0993578407670862,Wine Cellar,1748021284
7,4,0.0,-0.0993578407670862,Garage,1748021284
8,1,0.5077583107363208,-0.0993578407670862,Kitchen,1748021284
9,1,0.4518602577851351,-0.0993578407670862,Kitchen,1748021284
10,1,0.0,-0.0993578407670862,Kitchen,1748021284
11,8,0.2858075459246875,-0.0993578407670862,Barn,1748021284
12,7,0.0,-0.0993578407670862,Utility,1748021284
13,1,0.0,-0.0993578407670862,Kitchen,1748021284
14,2,0.3360523403542502,-0.0993578407670862,Living Room,1748021284
15,9,-0.0993578407670862,-0.0993578407670862,Roof,1748021284
1,1,0.0,-0.7068573438476171,Kitchen,1748024884
2,5,2.167259039010794,-0.7068573438476171,Basement,1748024884
3,5,2.122158501831234,-0.7068573438476171,Basement,1748024884
4,3,0.2634000966995261,-0.7068573438476171,Home Office,1748024884
5,1,0.1300488758632639,-0.7068573438476171,Kitchen,1748024884
6,6,0.6135968182682077,-0.7068573438476171,Wine Cellar,1748024884
7,4,0.0,-0.7068573438476171,Garage,1748024884
8,1,0.2626837183051677,-0.7068573438476171,Kitchen,1748024884
9,1,0.3428202286161606,-0.7068573438476171,Kitchen,1748024884
10,1,0.0,-0.7068573438476171,Kitchen,1748024884
11,8,0.4584908229232434,-0.7068573438476171,Barn,1748024884
12,7,0.0,-0.7068573438476171,Utility,1748024884
13,1,0.0,-0.7068573438476171,Kitchen,1748024884
14,2,0.3873605679632729,-0.7068573438476171,Living Room,1748024884
15,9,-0.7068573438476171,-0.7068573438476171,Roof,1748024884
1,1,0.0,-2.0148999369525287,Kitchen,1748028484
2,5,0.0,-2.0148999369525287,Basement,1748028484
3,5,1.3078301309411078,-2.0148999369525287,Basement,1748028484
4,3,0.1817586034542345,-2.0148999369525287,Home Office,1748028484
5,1,0.1803263400627128,-2.0148999369525287,Kitchen,1748028484
6,6,0.3845456657028051,-2.0148999369525287,Wine Cellar,1748028484
7,4,0.0,-2.0148999369525287,Garage,1748028484
8,1,0.4966069009307961,-2.0148999369525287,Kitchen,1748028484
9,1,0.4091432551345191,-2.0148999369525287,Kitchen,1748028484
10,1,0.0,-2.0148999369525287,Kitchen,1748028484
11,8,0.2090292543654726,-2.0148999369525287,Barn,1748028484
12,7,0.0,-2.0148999369525287,Utility,1748028484
13,1,0.0,-2.0148999369525287,Kitchen,1748028484
14,2,0.1473402631076997,-2.0148999369525287,Living Room,1748028484
15,9,-2.0148999369525287,-2.0148999369525287,Roof,1748028484
